id,gram,termID
96,le$,"[16, 120, 135, 161, 190, 195, 273, 387, 392, 475, 522, 580, 582, 630, 666, 703, 843, 860, 867, 953, 966, 976, 996, 1045, 1056, 1076, 1138, 1206, 1294, 1389, 1419, 1446, 1493, 1513, 1519, 1659, 1706, 1735, 1771, 1799, 2009, 2035, 2102, 2193, 2234, 2290, 2296, 2332, 2337, 2338, 2489, 2499, 2576, 2585, 2606, 2634, 2655, 2679, 2909, 2996, 3047, 3111, 3257, 3277, 3319, 3348, 3349, 3361, 3362, 3387, 3461, 3495, 3520]"
97,eri,"[17, 29, 174, 204, 385, 415, 521, 524, 544, 563, 600, 609, 622, 708, 755, 1276, 1565, 1566, 1686, 1859, 1959, 2227, 2229, 2340, 2456, 2570, 2591, 2598, 2680, 3041, 3191, 3195, 3230, 3256, 3332, 3355, 3358, 3444, 3494, 3518]"
98,ria,"[17, 29, 161, 202, 526, 549, 590, 600, 762, 1290, 1548, 1646, 1869, 1874, 1976, 2045, 2083, 2088, 2332, 2423, 2454, 2566, 2570, 2654, 2725, 3096, 3195, 3265, 3286, 3520]"
99,ial,"[17, 27, 29, 30, 44, 165, 168, 202, 510, 549, 600, 669, 925, 926, 949, 962, 971, 1030, 1059, 1123, 1380, 1414, 1433, 1549, 1590, 1631, 1633, 1721, 1728, 1789, 1828, 1874, 1892, 1917, 1927, 2045, 2064, 2083, 2088, 2146, 2181, 2423, 2654, 2846, 3094, 3096, 3195, 3351]"
100,al$,"[17, 27, 28, 29, 30, 38, 44, 53, 54, 60, 74, 79, 104, 105, 116, 136, 150, 154, 157, 165, 167, 168, 179, 185, 202, 230, 253, 299, 308, 316, 319, 327, 329, 336, 370, 389, 396, 405, 412, 415, 436, 442, 444, 462, 464, 480, 510, 518, 537, 538, 549, 571, 572, 584, 592, 601, 654, 659, 669, 679, 691, 720, 765, 775, 787, 798, 808, 827, 857, 863, 882, 906, 926, 933, 944, 971, 1019, 1044, 1050, 1055, 1062, 1063, 1093, 1094, 1113, 1123, 1137, 1143, 1257, 1260, 1327, 1333, 1358, 1359, 1362, 1380, 1394, 1414, 1415, 1463, 1486, 1525, 1538, 1544, 1549, 1555, 1560, 1565, 1566, 1572, 1576, 1580, 1590, 1594, 1596, 1597, 1607, 1609, 1612, 1613, 1616, 1627, 1633, 1665, 1685, 1690, 1691, 1721, 1728, 1753, 1789, 1795, 1796, 1798, 1809, 1828, 1843, 1856, 1874, 1878, 1882, 1883, 1895, 1927, 1937, 1948, 1960, 1966, 1992, 2024, 2025, 2028, 2029, 2042, 2046, 2049, 2064, 2071, 2083, 2088, 2096, 2097, 2133, 2136, 2139, 2143, 2146, 2161, 2164, 2181, 2182, 2223, 2229, 2231, 2250, 2259, 2281, 2286, 2340, 2341, 2363, 2409, 2415, 2423, 2430, 2450, 2461, 2479, 2501, 2526, 2534, 2566, 2587, 2593, 2603, 2654, 2699, 2740, 2764, 2804, 2846, 2858, 2899, 2954, 2956, 2958, 3007, 3013, 3022, 3094, 3096, 3098, 3129, 3146, 3158, 3233, 3300, 3335, 3336, 3350, 3351, 3383, 3409, 3413, 3426, 3433, 3449, 3471, 3500]"
101,$fu,"[18, 116, 412, 629, 829, 1043, 1594, 1904, 2094, 2339, 2610, 3374]"
102,fun,"[18, 116, 412, 629, 829, 1594, 1904, 2610, 3500]"
103,unc,"[18, 116, 290, 1404, 1904, 2610, 2685, 3363, 3500]"
104,nct,"[18, 116, 261, 290, 1904, 2610, 3136, 3363, 3500]"
105,$pl,"[19, 87, 89, 403, 1245, 1490, 1971, 2166, 2458, 2920, 3342]"
106,pla,"[19, 87, 89, 403, 937, 1245, 1490, 1971, 2012, 2043, 2166, 2388, 2458, 2900, 3033, 3379]"
107,lan,"[19, 285, 403, 674, 677, 1096, 1532, 1655, 2043, 2166, 2458, 2913, 3009, 3327]"
108,ann,"[19, 2357, 2462, 2471, 2698, 2854, 2879, 3280]"
109,nni,"[19, 1745, 2318, 2462, 2471, 2698]"
110,nin,"[19, 91, 224, 254, 259, 382, 435, 478, 786, 973, 989, 1013, 1125, 1207, 1280, 1602, 1628, 1745, 1752, 1881, 1904, 2318, 2698, 3175, 3184, 3493]"
111,ing,"[19, 20, 21, 22, 40, 41, 51, 57, 62, 81, 88, 90, 91, 109, 110, 118, 119, 141, 187, 214, 217, 224, 225, 231, 232, 235, 236, 250, 252, 254, 259, 267, 293, 302, 303, 318, 324, 337, 344, 351, 352, 366, 367, 368, 375, 382, 385, 394, 407, 408, 409, 435, 439, 451, 524, 530, 547, 553, 578, 589, 594, 608, 624, 633, 642, 644, 699, 702, 708, 714, 717, 719, 735, 748, 761, 786, 790, 792, 794, 801, 805, 813, 814, 820, 823, 829, 850, 852, 911, 912, 919, 928, 947, 954, 973, 973, 989, 994, 1008, 1013, 1015, 1041, 1053, 1072, 1073, 1090, 1107, 1114, 1125, 1132, 1168, 1207, 1212, 1233, 1235, 1237, 1242, 1246, 1250, 1270, 1276, 1280, 1281, 1316, 1329, 1338, 1341, 1342, 1343, 1346, 1350, 1351, 1355, 1361, 1365, 1376, 1394, 1423, 1424, 1431, 1435, 1464, 1543, 1568, 1586, 1589, 1602, 1624, 1628, 1637, 1647, 1651, 1655, 1671, 1674, 1717, 1745, 1746, 1750, 1752, 1754, 1766, 1797, 1803, 1813, 1814, 1832, 1881, 1898, 1904, 1958, 1959, 1961, 2002, 2005, 2047, 2051, 2061, 2066, 2070, 2087, 2099, 2103, 2111, 2183, 2204, 2206, 2212, 2216, 2238, 2248, 2253, 2288, 2318, 2322, 2365, 2372, 2391, 2398, 2411, 2460, 2467, 2485, 2504, 2507, 2538, 2551, 2572, 2598, 2640, 2655, 2656, 2665, 2668, 2673, 2675, 2698, 2707, 2754, 2755, 2793, 2803, 2832, 2835, 2851, 2852, 2922, 3011, 3012, 3014, 3035, 3042, 3048, 3049, 3056, 3062, 3070, 3080, 3087, 3099, 3111, 3151, 3159, 3175, 3177, 3184, 3193, 3206, 3209, 3211, 3237, 3242, 3245, 3246, 3279, 3294, 3295, 3308, 3309, 3313, 3332, 3339, 3346, 3347, 3355, 3356, 3364, 3378, 3381, 3389, 3431, 3440, 3444, 3464, 3465, 3478, 3489, 3491, 3493, 3494, 3509, 3522]"
112,ng$,"[19, 20, 21, 22, 40, 41, 51, 62, 81, 88, 90, 109, 110, 118, 119, 141, 187, 214, 217, 224, 225, 231, 232, 235, 236, 250, 252, 254, 259, 267, 293, 302, 303, 318, 324, 337, 344, 351, 352, 366, 367, 368, 375, 382, 385, 394, 407, 408, 409, 435, 439, 451, 524, 530, 547, 553, 578, 589, 594, 608, 624, 633, 642, 644, 699, 702, 708, 714, 717, 719, 735, 748, 761, 786, 790, 792, 794, 801, 805, 813, 814, 820, 823, 829, 850, 852, 911, 912, 919, 928, 947, 954, 973, 989, 994, 1008, 1015, 1041, 1053, 1058, 1072, 1073, 1090, 1107, 1114, 1125, 1168, 1207, 1212, 1227, 1233, 1235, 1237, 1242, 1246, 1250, 1270, 1276, 1280, 1281, 1316, 1329, 1338, 1341, 1342, 1343, 1350, 1351, 1355, 1361, 1365, 1376, 1423, 1424, 1431, 1435, 1464, 1568, 1586, 1589, 1602, 1624, 1628, 1637, 1647, 1651, 1655, 1671, 1674, 1717, 1745, 1746, 1750, 1752, 1754, 1766, 1797, 1803, 1813, 1814, 1832, 1881, 1898, 1904, 1958, 1959, 1961, 2005, 2047, 2051, 2061, 2066, 2070, 2087, 2099, 2103, 2111, 2183, 2204, 2206, 2212, 2216, 2238, 2248, 2253, 2288, 2318, 2322, 2365, 2372, 2398, 2411, 2460, 2467, 2485, 2504, 2507, 2538, 2551, 2572, 2598, 2640, 2656, 2665, 2668, 2673, 2675, 2698, 2793, 2803, 2832, 2835, 2851, 2852, 2922, 3011, 3012, 3014, 3035, 3042, 3048, 3049, 3056, 3062, 3070, 3080, 3087, 3099, 3151, 3159, 3175, 3177, 3184, 3193, 3206, 3209, 3211, 3237, 3242, 3245, 3246, 3279, 3294, 3295, 3308, 3309, 3313, 3332, 3339, 3346, 3347, 3355, 3356, 3364, 3378, 3381, 3389, 3431, 3440, 3444, 3465, 3478, 3489, 3491, 3493, 3494, 3509, 3522]"
113,izi,"[20, 1235, 2238]"
114,zin,"[20, 714, 1235, 2238]"
115,ead,"[21, 111, 244, 439, 1551, 1831, 2172, 3328, 3403, 3483]"
116,adi,"[21, 309, 439, 451, 482, 798, 1062, 1915, 2163, 2190, 2212, 2216, 2259, 2292, 3245, 3340]"
117,din,"[21, 88, 118, 408, 439, 451, 829, 912, 947, 1015, 1107, 1338, 1376, 1586, 1958, 2097, 2212, 2216, 2300, 2342, 2387, 2411, 2467, 2538, 2922, 3211, 3245, 3482]"
118,$co,"[22, 23, 30, 43, 48, 60, 64, 90, 126, 140, 170, 184, 189, 246, 258, 264, 280, 290, 346, 359, 376, 432, 460, 469, 481, 491, 502, 509, 558, 561, 567, 586, 589, 633, 636, 650, 664, 665, 670, 702, 719, 725, 726, 742, 745, 748, 764, 773, 799, 851, 897, 900, 904, 921, 922, 954, 965, 972, 1000, 1025, 1029, 1033, 1034, 1045, 1066, 1087, 1103, 1107, 1132, 1137, 1141, 1159, 1213, 1236, 1239, 1275, 1277, 1288, 1290, 1311, 1317, 1319, 1325, 1355, 1356, 1365, 1366, 1442, 1485, 1517, 1527, 1530, 1542, 1602, 1604, 1628, 1674, 1736, 1761, 1785, 1804, 1857, 1867, 1911, 1924, 1928, 1967, 1976, 1980, 1984, 2001, 2017, 2050, 2058, 2066, 2070, 2091, 2102, 2126, 2129, 2159, 2160, 2192, 2200, 2214, 2241, 2253, 2260, 2288, 2292, 2342, 2355, 2358, 2361, 2376, 2407, 2415, 2422, 2423, 2424, 2443, 2444, 2450, 2465, 2478, 2501, 2511, 2530, 2552, 2556, 2597, 2598, 2636, 2640, 2652, 2686, 2687, 2688, 2750, 2806, 2855, 2922, 2931, 2988, 3004, 3017, 3040, 3054, 3064, 3084, 3122, 3126, 3153, 3162, 3199, 3202, 3205, 3241, 3287, 3309, 3402, 3415, 3427, 3437, 3439, 3455, 3474, 3482, 3485, 3498, 3501, 3518, 3521, 3541]"
119,con,"[22, 48, 52, 60, 126, 170, 184, 211, 246, 290, 432, 460, 491, 502, 559, 567, 586, 652, 670, 719, 726, 756, 796, 859, 891, 897, 921, 954, 972, 1034, 1045, 1132, 1137, 1146, 1150, 1213, 1236, 1275, 1277, 1297, 1317, 1319, 1325, 1355, 1356, 1365, 1366, 1527, 1602, 1604, 1628, 1635, 1703, 1736, 1761, 1867, 1892, 1911, 1928, 1967, 1980, 1984, 2001, 2159, 2260, 2292, 2358, 2407, 2415, 2422, 2424, 2443, 2444, 2450, 2478, 2636, 2652, 2685, 2686, 2688, 2733, 2922, 3005, 3006, 3017, 3040, 3054, 3064, 3162, 3199, 3205, 3241, 3402, 3415, 3439, 3474, 3485, 3492, 3498, 3501, 3521]"
120,ont,"[22, 48, 60, 170, 341, 432, 567, 641, 670, 921, 1132, 1236, 1277, 1317, 1365, 1941, 1967, 2275, 2292, 2424, 2444, 2478, 2652, 2671, 3040, 3085, 3162, 3241, 3501, 3521]"
121,oll,"[22, 64, 258, 761, 764, 1239, 1814, 1822, 2091, 3541]"
122,lli,"[22, 124, 761, 919, 1424, 2066, 2551, 2565, 2620, 2822]"
123,lin,"[22, 141, 191, 368, 467, 468, 691, 761, 919, 995, 1057, 1114, 1168, 1316, 1360, 1424, 1467, 1543, 1811, 1876, 2002, 2066, 2070, 2103, 2236, 2341, 2366, 2452, 2551, 2673, 3150, 3333, 3383, 3396]"
124,com,"[23, 30, 90, 140, 287, 346, 359, 376, 469, 509, 556, 558, 561, 633, 636, 650, 664, 665, 702, 741, 742, 748, 773, 799, 813, 900, 904, 913, 922, 965, 1000, 1025, 1033, 1066, 1087, 1097, 1103, 1159, 1162, 1188, 1205, 1288, 1485, 1517, 1759, 1785, 1857, 1879, 1917, 1924, 2007, 2008, 2017, 2192, 2200, 2241, 2355, 2361, 2392, 2423, 2501, 2511, 2530, 2552, 2556, 2750, 2806, 2816, 2931, 2931, 2988, 3059, 3091, 3122, 3126, 3202, 3361, 3362, 3394, 3427, 3428, 3452, 3518]"
125,omm,"[23, 30, 90, 664, 913, 922, 1066, 1087, 1162, 1288, 1785, 1917, 2750, 2931, 3394, 3452]"
126,mmu,"[23, 90, 621, 1162, 1785, 1917, 2750, 2931]"
127,mun,"[23, 90, 621, 1016, 1162, 1785, 1917, 2931]"
128,nic,"[23, 90, 328, 691, 720, 1162, 1260, 1664, 1878, 1939, 1941, 1943, 1951, 2931, 2943, 2981, 3163, 3215]"
129,ica,"[23, 28, 38, 53, 54, 73, 74, 79, 90, 100, 105, 135, 150, 154, 308, 384, 480, 543, 591, 684, 691, 720, 721, 749, 765, 775, 782, 808, 866, 944, 1024, 1050, 1155, 1162, 1260, 1333, 1463, 1525, 1572, 1576, 1580, 1613, 1618, 1624, 1627, 1690, 1691, 1696, 1878, 1883, 1927, 1948, 1953, 1962, 1966, 1992, 2024, 2025, 2028, 2042, 2046, 2049, 2199, 2229, 2250, 2259, 2340, 2341, 2405, 2430, 2603, 2621, 2680, 2764, 2783, 2799, 2842, 2872, 2902, 2904, 2923, 2931, 3007, 3129, 3146, 3335, 3383, 3409, 3440, 3449]"
130,cat,"[23, 90, 100, 138, 384, 543, 591, 721, 749, 964, 1024, 1155, 1162, 1166, 1696, 1704, 2199, 2405, 2430, 2680, 2729, 2765, 2783, 2872, 2902, 2904, 2923, 2931, 3214, 3506]"
131,$us,"[24, 110, 149, 164, 877, 1085, 1104, 3166, 3319]"
132,use,"[24, 149, 164, 199, 800, 1244, 1371, 1652, 1653, 3166, 3537]"
133,sed,"[24, 140, 283, 603, 697, 709, 800, 1102, 1105, 1264, 1312, 1504, 1724, 1729, 1950, 2076, 2523, 2599, 2845, 2864, 2866, 2989, 3017, 3018, 3162, 3197, 3219, 3239, 3312, 3343, 3473]"
134,ed$,"[24, 36, 87, 134, 140, 268, 275, 279, 280, 283, 284, 312, 369, 432, 449, 456, 458, 460, 468, 496, 499, 501, 525, 528, 603, 611, 632, 686, 687, 688, 689, 690, 697, 709, 716, 737, 739, 742, 771, 773, 785, 800, 822, 868, 870, 875, 876, 894, 896, 909, 914, 916, 922, 1006, 1012, 1027, 1030, 1084, 1102, 1105, 1164, 1179, 1232, 1247, 1264, 1312, 1314, 1378, 1384, 1386, 1409, 1422, 1489, 1504, 1569, 1620, 1668, 1724, 1729, 1761, 1763, 1772, 1775, 1777, 1821, 1822, 1875, 1879, 1950, 1957, 1989, 1999, 2022, 2031, 2055, 2067, 2075, 2076, 2108, 2123, 2155, 2178, 2184, 2269, 2297, 2304, 2308, 2319, 2381, 2429, 2478, 2495, 2523, 2525, 2527, 2531, 2543, 2557, 2563, 2591, 2599, 2622, 2635, 2685, 2688, 2704, 2798, 2800, 2845, 2864, 2866, 2901, 2960, 2989, 3009, 3017, 3018, 3025, 3095, 3133, 3162, 3183, 3195, 3197, 3205, 3219, 3239, 3283, 3301, 3312, 3343, 3354, 3447, 3464, 3470, 3473, 3513, 3518, 3521]"
135,$ov,"[25, 731, 1759]"
136,ove,"[25, 65, 172, 280, 731, 826, 854, 861, 997, 1029, 1125, 1126, 1311, 1370, 1759, 1763, 2598, 3067]"
137,ver,"[25, 65, 280, 314, 371, 483, 530, 719, 731, 801, 826, 854, 861, 911, 977, 1029, 1045, 1125, 1126, 1144, 1311, 1461, 1482, 1483, 1486, 1596, 1597, 1709, 1759, 2031, 2081, 2082, 2201, 2202, 2295, 2346, 2358, 2598, 2642, 2680, 2706, 3013, 3067, 3076, 3096, 3311, 3494]"
138,ers,"[25, 88, 159, 244, 314, 371, 418, 443, 477, 483, 679, 835, 872, 1139, 1157, 1379, 1483, 1537, 1555, 1709, 2008, 2031, 2201, 2271, 2446, 2498, 2706, 3013, 3096, 3244, 3311]"
139,see,"[25, 424, 820, 823, 2329, 2437]"
140,ee$,"[25, 388, 552, 898, 967, 1038, 1667, 2329, 3040, 3424]"
141,$hu,"[26, 867, 1512, 1845, 3416, 3428]"
142,hum,"[26, 1512, 1845, 1969, 3428]"
143,uma,"[26, 1512, 1845, 1969, 2116, 2121, 2854, 3428]"
144,an$,"[26, 208, 403, 482, 1096, 1118, 1559, 1578, 1748, 1749, 1969, 2190, 2262, 2382, 2401, 2402, 2426, 2434, 2435, 2471, 2496, 2518, 2570, 2571, 2600, 2660, 2663, 2787, 3247]"
145,$fi,"[27, 93, 123, 302, 427, 531, 611, 793, 888, 1143, 1188, 1338, 1433, 1959, 2009, 2016, 2222, 2380, 2732, 2773, 2805, 2846, 2888, 3167, 3364, 3520]"
146,fin,"[27, 123, 252, 302, 427, 547, 595, 973, 1338, 1433, 2222, 2226, 2254, 2380, 2403, 2439, 2740]"
147,ina,"[27, 123, 133, 263, 302, 427, 654, 659, 728, 961, 995, 1033, 1292, 1327, 1433, 1584, 1860, 2045, 2088, 2097, 2273, 2300, 2342, 2387, 2423, 2503, 2790, 2954, 2958, 3010, 3152, 3427, 3477, 3482]"
148,nan,"[27, 65, 123, 302, 427, 678, 1292, 1433, 1445, 1650, 1860, 3477]"
149,anc,"[27, 65, 123, 125, 279, 285, 292, 302, 427, 590, 1003, 1025, 1041, 1228, 1251, 1252, 1290, 1387, 1432, 1433, 1435, 1445, 1473, 1619, 1650, 1655, 1680, 1709, 1730, 1898, 2032, 2315, 2325, 2485, 2842, 3009, 3160, 3180, 3192, 3230, 3253, 3337, 3423, 3446, 3498]"
150,nci,"[27, 302, 427, 584, 666, 1041, 1123, 1433, 1655, 1898, 2325, 2422, 3295]"
151,cia,"[27, 30, 44, 271, 386, 510, 669, 925, 949, 962, 1030, 1059, 1123, 1232, 1433, 1436, 1631, 1721, 1728, 1917, 2064, 2846, 3094, 3351]"
152,$ph,"[28, 1576, 1603, 1613, 1623, 1693, 1836, 1943, 2068, 2472, 2615, 3274]"
153,phy,"[28, 1575, 1576, 1836, 1943, 1955, 2046, 2049, 2472, 2615, 2781, 3274, 3434]"
154,hys,"[28, 1575, 1576, 1836, 1955, 2046, 2049, 2472]"
155,ysi,"[28, 251, 1575, 1576, 1836, 1955, 2046, 2049, 2131, 2240, 2472, 3216]"
156,cal,"[28, 38, 53, 54, 74, 79, 105, 150, 154, 308, 480, 578, 581, 684, 691, 720, 765, 775, 782, 808, 944, 953, 1050, 1093, 1143, 1235, 1260, 1294, 1333, 1463, 1525, 1572, 1576, 1580, 1613, 1627, 1690, 1691, 1809, 1878, 1883, 1895, 1927, 1948, 1962, 1966, 1992, 2024, 2025, 2028, 2042, 2046, 2049, 2144, 2229, 2240, 2250, 2259, 2270, 2340, 2341, 2430, 2574, 2603, 2621, 2764, 2799, 3007, 3129, 3138, 3146, 3306, 3335, 3383, 3391, 3409, 3449]"
157,mat,"[29, 92, 94, 183, 600, 682, 1027, 1458, 1463, 1463, 1585, 1592, 1610, 1750, 1757, 1800, 1864, 1927, 1927, 1928, 1996, 2036, 2057, 2113, 2121, 2140, 2148, 2170, 2175, 2179, 2204, 2211, 2285, 2285, 2406, 2475, 2507, 2693, 2813, 2816, 2887, 3141, 3146, 3195, 3344, 3345, 3372, 3410]"
158,ate,"[29, 43, 49, 68, 75, 83, 94, 142, 213, 277, 353, 369, 426, 458, 496, 499, 525, 526, 574, 586, 600, 609, 617, 632, 688, 690, 749, 762, 770, 774, 886, 960, 964, 978, 992, 1027, 1065, 1232, 1253, 1265, 1274, 1349, 1476, 1491, 1617, 1620, 1672, 1764, 1800, 1811, 1869, 1875, 2026, 2031, 2050, 2077, 2081, 2082, 2209, 2210, 2304, 2319, 2342, 2381, 2405, 2430, 2765, 2955, 2982, 3033, 3109, 3195, 3283, 3431, 3506]"
159,ter,"[29, 140, 145, 185, 204, 263, 277, 301, 304, 356, 377, 385, 417, 428, 435, 442, 445, 464, 476, 484, 509, 519, 537, 538, 544, 587, 600, 615, 616, 651, 724, 785, 802, 859, 955, 1105, 1122, 1171, 1207, 1209, 1257, 1321, 1345, 1394, 1398, 1497, 1513, 1519, 1555, 1632, 1791, 1860, 1865, 1959, 2005, 2007, 2008, 2020, 2209, 2271, 2528, 2549, 2633, 2773, 2931, 3028, 3035, 3044, 3083, 3115, 3191, 3195, 3196, 3261, 3358, 3379, 3428, 3431, 3518, 3519]"
160,mme,"[30, 322, 913, 1087, 2371, 2957, 3303, 3394, 3452]"
161,mer,"[30, 121, 420, 491, 563, 606, 699, 804, 913, 941, 1087, 2229, 2703, 2889, 3047, 3303, 3452]"
162,erc,"[30, 420, 464, 476, 859, 913, 1087, 1519, 1529, 1599, 1612, 1759, 1892, 2687, 3436, 3452]"
163,rci,"[30, 1237, 1599, 2687]"
164,$re,"[31, 45, 72, 144, 146, 155, 192, 214, 250, 265, 293, 298, 321, 355, 371, 439, 444, 458, 470, 495, 515, 516, 540, 553, 560, 574, 647, 693, 722, 739, 777, 787, 842, 865, 868, 879, 895, 930, 935, 968, 1012, 1015, 1016, 1040, 1056, 1124, 1202, 1362, 1376, 1426, 1497, 1502, 1511, 1646, 1667, 1719, 1723, 1737, 1752, 1753, 1762, 1779, 1790, 1875, 1947, 1958, 1990, 2026, 2032, 2065, 2107, 2108, 2397, 2449, 2517, 2535, 2614, 2630, 2665, 2670, 2673, 2739, 2741, 2803, 2865, 2900, 2910, 2923, 3022, 3046, 3067, 3089, 3098, 3161, 3178, 3188, 3206, 3231, 3273, 3332, 3337, 3347, 3394, 3413, 3451, 3465, 3470, 3490, 3492, 3537]"
165,res,"[31, 41, 45, 71, 144, 146, 155, 192, 214, 340, 374, 414, 515, 603, 616, 739, 777, 991, 1056, 1261, 1428, 1488, 1511, 1557, 1675, 1719, 1723, 1746, 1747, 1753, 1779, 1983, 1985, 1990, 2075, 2449, 2515, 2535, 2539, 2597, 2673, 2905, 2988, 3161, 3206, 3470, 3475]"
166,eso,"[31, 144, 777]"
167,sou,"[31, 440, 1237, 1307, 1511]"
168,urc,"[31, 366, 440, 1237, 1511, 2729, 3087]"
169,rce,"[31, 139, 440, 913, 1087, 1134, 1339, 1511, 1529, 1612, 1645, 1892, 3188, 3436, 3452]"
170,ce$,"[31, 65, 85, 96, 122, 123, 124, 125, 139, 174, 184, 227, 249, 285, 339, 440, 590, 599, 671, 779, 853, 913, 937, 1003, 1025, 1087, 1117, 1127, 1131, 1134, 1224, 1228, 1251, 1252, 1290, 1325, 1339, 1387, 1432, 1445, 1455, 1473, 1554, 1604, 1606, 1638, 1645, 1701, 1709, 1711, 1924, 1971, 1998, 2000, 2032, 2153, 2154, 2157, 2244, 2245, 2299, 2315, 2345, 2346, 2358, 2362, 2388, 2397, 2431, 2597, 2649, 2753, 2842, 3083, 3180, 3230, 3244, 3337, 3446, 3452, 3479, 3498]"
171,$pa,"[32, 309, 445, 562, 582, 585, 685, 788, 871, 1108, 1139, 1238, 1295, 1423, 1477, 1491, 1582, 1798, 1803, 1840, 1871, 1873, 1906, 2025, 2093, 2146, 2267, 2269, 2410, 2429, 2645, 2667, 2738, 2833, 3092, 3145, 3175, 3284, 3349, 3489]"
172,par,"[32, 188, 309, 469, 561, 585, 788, 871, 942, 1139, 1343, 1488, 1491, 1517, 1600, 1644, 1647, 1798, 1803, 1813, 1871, 1906, 2146, 2234, 2267, 2269, 2312, 2330, 2410, 2645, 2700, 2738, 3092, 3175, 3283, 3349]"
173,art,"[32, 37, 484, 585, 717, 788, 871, 1139, 1431, 1434, 1491, 2146, 2262, 2330, 2571, 2578, 2600, 2645, 2655, 2700, 3094, 3175, 3349, 3457]"
174,rti,"[32, 293, 530, 596, 717, 719, 749, 788, 871, 893, 929, 1045, 1119, 1242, 1431, 1491, 1649, 2146, 2526, 2571, 2578, 2645, 2655, 2700, 3012, 3094, 3175, 3349, 3407]"
175,tic,"[32, 53, 105, 128, 148, 150, 204, 249, 308, 364, 377, 378, 463, 480, 488, 532, 682, 717, 765, 775, 788, 808, 871, 883, 1463, 1491, 1539, 1543, 1573, 1592, 1665, 1701, 1712, 1845, 1902, 1927, 1931, 1962, 1979, 1986, 1996, 2002, 2057, 2121, 2285, 2374, 2394, 2406, 2428, 2483, 2484, 2510, 2514, 2565, 2621, 2649, 2708, 2728, 2783, 3060, 3061, 3130, 3141, 3146, 3219, 3271, 3274, 3316, 3342, 3345, 3349, 3372, 3383, 3400, 3409, 3410, 3412, 3422, 3440, 3449, 3519, 3519]"
176,icu,"[32, 488, 717, 871, 883, 1665]"
177,cul,"[32, 247, 436, 462, 464, 476, 488, 489, 578, 581, 717, 844, 871, 964, 1263, 1519, 1665, 1668, 1768, 2133, 2144, 2240, 3138, 3270]"
178,ula,"[32, 143, 373, 553, 578, 581, 588, 717, 844, 871, 879, 950, 1124, 1341, 1829, 2080, 2107, 2194, 2391, 2517, 2617, 2619, 2707, 2741, 3023, 3265, 3266, 3270, 3286]"
179,lar,"[32, 256, 815, 844, 871, 879, 1294, 1303, 2080, 2107, 2263, 2270, 2391, 2517, 2617, 2707, 2741, 3265, 3266, 3270, 3463]"
180,ar$,"[32, 191, 635, 728, 844, 879, 1448, 1467, 1688, 1876, 2080, 2120, 2263, 2270, 2366, 2391, 2452, 2458, 2617, 3265, 3266, 3270, 3376, 3463]"
181,$ca,"[33, 299, 422, 482, 518, 545, 578, 581, 791, 841, 874, 1039, 1167, 1302, 1337, 1371, 1651, 1730, 1821, 1878, 1895, 2099, 2144, 2240, 2262, 2300, 2430, 2497, 2600, 2672, 2695, 2765, 2822, 3224, 3239, 3245, 3506, 3539]"
182,cas,"[33, 352, 1039, 1492, 2110, 3050, 3239, 3245, 3356, 3440]"
183,ase,"[33, 112, 140, 709, 1031, 1102, 1105, 1243, 1264, 1492, 1504, 1724, 1729, 2068, 2523, 2845, 2863, 2989, 3017, 3018, 3050, 3068, 3162, 3197, 3219, 3239, 3239, 3312, 3343, 3473, 3487]"
184,$me,"[34, 66, 91, 156, 319, 420, 499, 534, 563, 606, 627, 642, 713, 927, 1118, 1531, 1627, 1948, 2079, 2087, 2109, 2442, 2604, 2981, 3114, 3198, 3422, 3456]"
185,met,"[34, 188, 322, 713, 756, 1627, 1734, 1871, 2142, 2189, 2283, 2312, 2371, 2374, 2442, 2470, 2604, 2709, 2957, 3198, 3422]"
186,eth,"[34, 46, 74, 713, 1231, 1627, 1664, 2570, 2756]"
187,tho,"[34, 713, 1533, 1627, 1656, 1673, 1840, 1886, 1992, 2025, 2168, 2281, 2918]"
188,hod,"[34, 713, 1627, 1844, 1902]"
189,od$,"[34, 508, 1068, 1452, 1545, 1673, 1686, 2469, 2609]"
190,$ap,"[35, 100, 135, 253, 268, 271, 455, 528, 762, 1252, 1739, 1763, 1887, 1888, 1897, 2170, 2204]"
191,app,"[35, 100, 135, 253, 268, 271, 528, 762, 1252, 1624, 1763, 1897, 2170, 2204, 2365]"
192,ppr,"[35, 253, 268, 271, 762, 1763, 2170, 2204]"
193,roa,"[35, 268, 1579, 3356]"
194,oac,"[35, 268]"
195,ach,"[35, 268, 983, 1357, 1625, 1907, 1923, 2513, 2554]"
196,ch$,"[35, 515, 983, 1402, 1507, 1687, 2505, 2554, 2928, 3192]"
197,uce,"[36, 82, 85, 449, 2635]"
198,ced,"[36, 87, 275, 279, 281, 449, 668, 2130, 2635, 3009]"
199,$ar,"[37, 76, 117, 311, 579, 717, 1855, 2289, 2374, 2540, 2571, 2578, 3094, 3389]"
200,rt$,"[37, 103, 585, 847, 895, 956, 1091, 1443, 2555, 2579, 3457]"
201,$lo,"[38, 62, 301, 364, 1093, 1166, 1227, 1235, 1332, 1390, 1876, 1978, 2097, 2188, 2196, 2514, 2574, 2681, 2890, 2987, 3176, 3197, 3252, 3391]"
