id,gram,termID
150,ond,"[30, 124, 268, 379, 1289, 1561, 1866, 1874, 2005, 2223, 2261, 2334, 3360, 3487, 3630, 3785, 3977, 4076, 4229, 4360, 4721, 4884, 4986, 5056, 5128, 5706, 5707, 5712, 5772, 5992, 6047, 6320, 6387, 6395, 6671, 6901, 7074, 7171, 7262, 8189, 8312, 9033, 9249, 9701, 9709, 9711, 9713, 10177, 10681, 11045, 11075, 11173, 11188, 11322, 11476, 12122, 12215, 12315, 12346, 12725]"
151,nd$,"[30, 127, 158, 202, 235, 268, 282, 362, 473, 483, 843, 946, 1006, 1008, 1052, 1188, 1205, 1296, 1469, 1507, 1525, 1591, 1602, 1830, 1875, 1942, 1971, 2005, 2036, 2236, 2261, 2371, 2592, 2632, 2719, 2823, 2832, 2925, 2972, 3055, 3074, 3083, 3205, 3232, 3350, 3377, 3417, 3562, 3834, 3960, 3988, 4076, 4108, 4122, 4162, 4340, 4379, 4427, 4452, 4461, 4556, 4562, 4716, 4721, 4800, 4822, 5035, 5037, 5524, 5640, 5665, 6014, 6056, 6174, 6205, 6208, 6318, 6394, 6585, 6613, 6671, 6683, 6739, 6746, 6803, 6819, 6833, 6881, 6901, 7171, 7307, 7348, 7735, 7787, 7837, 7855, 8328, 8567, 8625, 8652, 8668, 8793, 9338, 9375, 9416, 9514, 9641, 9674, 10059, 10473, 11000, 11110, 11125, 11724, 11750, 11855, 11890, 12059, 12235, 12339, 12366, 12422, 12525, 12567]"
152,$ac,"[31, 374, 420, 445, 534, 648, 799, 870, 891, 926, 959, 1095, 1131, 1401, 1490, 1560, 1566, 1752, 1859, 1873, 1934, 1965, 2500, 2510, 2837, 2926, 3092, 3278, 3361, 3383, 3455, 3468, 3490, 3571, 3637, 3737, 3796, 3808, 4009, 4168, 4234, 4236, 4278, 4345, 4462, 4656, 4726, 4744, 4769, 4790, 4998, 5106, 5167, 5511, 5976, 6268, 6624, 6695, 6736, 6793, 6830, 6961, 7165, 7230, 7347, 7643, 7799, 7865, 7869, 7897, 8046, 8159, 8595, 8706, 8754, 8829, 9057, 9100, 9149, 10000, 10206, 10299, 10588, 10716, 10907, 11387, 11437, 11453, 11741, 11808, 11962, 11997, 12081, 12251, 12388, 12588, 12692]"
153,cti,"[31, 51, 182, 197, 258, 301, 326, 374, 418, 486, 572, 655, 665, 770, 804, 959, 1112, 1271, 1297, 1454, 1526, 1603, 1609, 1672, 1790, 1839, 2129, 2204, 2358, 2383, 2384, 2448, 2457, 2594, 2783, 2786, 2965, 2987, 2997, 3158, 3490, 3547, 3633, 3665, 3796, 3854, 3931, 3949, 3951, 3977, 4054, 4080, 4090, 4094, 4169, 4176, 4322, 4352, 4376, 4382, 4498, 4552, 4679, 4855, 4921, 4961, 4967, 4978, 4991, 5062, 5085, 5180, 5193, 5205, 5233, 5275, 5304, 5355, 5425, 5496, 5511, 5586, 5604, 5605, 5706, 5922, 6460, 6512, 6601, 6686, 6695, 6719, 6737, 6756, 6810, 6843, 6863, 6931, 7044, 7047, 7128, 7225, 7495, 7590, 7667, 7695, 7865, 7869, 7870, 8029, 8055, 8070, 8227, 8261, 8307, 8369, 8393, 8534, 8581, 8600, 8715, 8854, 8916, 8940, 8971, 9081, 9184, 9201, 9220, 9345, 9484, 9526, 9999, 10645, 10690, 10906, 11105, 11138, 11398, 11472, 11557, 11580, 11613, 11735, 11824, 11827, 11902, 11917, 12081, 12247, 12261, 12324]"
154,tiv,"[31, 40, 51, 168, 182, 206, 266, 415, 418, 691, 770, 959, 969, 993, 1091, 1112, 1326, 1350, 1563, 1767, 1838, 1898, 2058, 2128, 2135, 2387, 2436, 2448, 2783, 2786, 2827, 2889, 3439, 3490, 3633, 3653, 3854, 3948, 3954, 3968, 4054, 4080, 4228, 4308, 4316, 4415, 4498, 4855, 4857, 4961, 4978, 5180, 5205, 5251, 5425, 5695, 5771, 5922, 6012, 6099, 6162, 6184, 6460, 6538, 6644, 6652, 6664, 6695, 6729, 6756, 6810, 7165, 7695, 7865, 7869, 7923, 7931, 7988, 8051, 8070, 8419, 8658, 8715, 8940, 9106, 9220, 9323, 9797, 10151, 10190, 11138, 11223, 11478, 11503, 11572, 11902, 11917, 11935, 12081, 12136, 12163, 12261, 12536, 12644, 12672]"
155,ive,"[31, 40, 51, 168, 182, 206, 229, 266, 316, 415, 507, 590, 691, 756, 770, 791, 908, 933, 965, 969, 993, 1091, 1099, 1112, 1213, 1300, 1326, 1343, 1350, 1423, 1475, 1493, 1767, 1837, 1838, 1861, 1898, 1910, 2058, 2096, 2128, 2135, 2148, 2305, 2387, 2406, 2424, 2436, 2448, 2539, 2624, 2742, 2774, 2783, 2786, 2827, 2889, 3044, 3072, 3094, 3218, 3247, 3296, 3319, 3439, 3447, 3469, 3490, 3633, 3653, 3726, 3847, 3854, 3948, 3954, 3968, 3983, 4049, 4054, 4080, 4228, 4308, 4310, 4316, 4406, 4415, 4498, 4506, 4561, 4734, 4855, 4857, 4911, 4946, 4961, 4978, 5022, 5180, 5205, 5251, 5299, 5307, 5369, 5425, 5765, 5771, 5845, 5865, 5911, 5922, 5960, 6012, 6099, 6162, 6184, 6434, 6460, 6527, 6599, 6648, 6652, 6729, 6756, 6810, 6813, 7149, 7165, 7233, 7513, 7695, 7807, 7923, 7931, 7988, 8070, 8255, 8409, 8416, 8419, 8489, 8658, 8671, 8715, 8790, 8849, 8925, 8940, 9013, 9039, 9087, 9106, 9166, 9170, 9190, 9220, 9323, 9342, 9725, 9797, 9962, 9983, 10151, 10190, 10221, 10443, 10459, 10591, 10683, 10826, 11138, 11223, 11478, 11482, 11503, 11572, 11656, 11902, 11935, 12136, 12163, 12215, 12253, 12261, 12368, 12386, 12453, 12536, 12644, 12672]"
156,ve$,"[31, 40, 51, 71, 168, 182, 206, 229, 266, 316, 415, 590, 691, 776, 908, 933, 969, 993, 1042, 1091, 1094, 1099, 1105, 1106, 1112, 1200, 1300, 1326, 1343, 1350, 1423, 1468, 1475, 1710, 1767, 1837, 1838, 1861, 1965, 2058, 2096, 2128, 2387, 2436, 2448, 2506, 2783, 2786, 2827, 2889, 2929, 3044, 3094, 3218, 3239, 3296, 3319, 3439, 3456, 3469, 3633, 3653, 3687, 3726, 3727, 3847, 3854, 3948, 3954, 3968, 3998, 4054, 4080, 4164, 4308, 4316, 4415, 4480, 4498, 4524, 4561, 4855, 4857, 4961, 5022, 5180, 5205, 5251, 5268, 5369, 5771, 5865, 5911, 5922, 6012, 6099, 6162, 6426, 6434, 6460, 6548, 6599, 6652, 6729, 6756, 7165, 7233, 7513, 7988, 8019, 8070, 8108, 8170, 8255, 8416, 8419, 8565, 8658, 8715, 8802, 8925, 8940, 8978, 9087, 9106, 9170, 9220, 9223, 9323, 9508, 9691, 9797, 9983, 10046, 10151, 10190, 10459, 10683, 10826, 11107, 11220, 11478, 11503, 11572, 11902, 12024, 12111, 12136, 12163, 12215, 12261, 12329, 12412, 12453, 12536, 12552, 12644, 12672, 12684]"
157,$tr,"[32, 276, 278, 470, 606, 806, 856, 889, 1108, 1118, 1255, 1335, 1603, 1706, 1717, 1778, 1892, 1953, 1971, 2025, 2037, 2086, 2105, 2137, 2139, 2213, 2299, 2326, 2590, 2849, 2917, 3029, 3091, 3224, 3311, 3402, 3407, 3494, 3624, 3736, 3749, 3771, 3876, 3889, 3979, 4018, 4036, 4263, 4286, 4328, 4529, 4537, 4541, 4586, 5006, 5080, 5677, 5848, 6029, 6042, 6169, 6232, 6263, 6380, 6508, 6521, 6536, 6552, 6560, 6582, 6604, 6632, 6725, 6837, 7067, 7069, 7209, 7321, 7322, 7340, 7470, 7510, 7683, 7729, 7753, 7969, 8099, 8128, 8215, 8221, 8240, 8341, 8457, 8522, 8572, 8611, 8631, 8721, 8775, 8809, 8861, 9047, 9111, 9231, 9353, 9368, 9489, 9826, 10153, 10205, 10217, 10231, 10269, 10447, 10488, 10530, 10531, 10651, 10663, 10707, 10776, 10868, 10869, 10930, 10931, 10973, 11082, 11240, 11299, 11315, 11575, 11833, 11920, 12029, 12068, 12069, 12131, 12168, 12297, 12303, 12391, 12624, 12635]"
158,tra,"[32, 206, 278, 290, 378, 470, 606, 711, 856, 962, 1108, 1118, 1370, 1488, 1598, 1603, 1663, 1709, 1717, 1747, 1762, 1772, 1781, 1797, 1819, 1886, 1892, 1953, 2086, 2137, 2347, 2479, 2569, 2590, 2620, 2697, 2917, 2948, 3029, 3091, 3224, 3230, 3261, 3311, 3343, 3436, 3439, 3444, 3517, 3581, 3602, 3607, 3771, 3876, 3889, 3979, 3993, 4008, 4018, 4169, 4263, 4286, 4300, 4498, 4537, 4541, 4707, 4768, 4982, 5006, 5073, 5094, 5101, 5183, 5340, 5377, 5383, 5406, 5436, 5484, 5487, 5586, 5605, 5677, 5681, 5723, 5792, 5848, 5982, 6003, 6029, 6042, 6052, 6263, 6380, 6521, 6536, 6560, 6582, 6604, 6725, 6837, 6843, 6963, 7067, 7069, 7209, 7321, 7340, 7392, 7472, 7490, 7522, 7624, 7630, 7683, 7753, 7893, 7954, 8099, 8121, 8128, 8221, 8231, 8240, 8261, 8341, 8349, 8457, 8515, 8522, 8572, 8622, 8631, 8721, 8775, 8809, 8861, 8951, 9047, 9081, 9088, 9111, 9236, 9535, 9559, 9559, 9700, 9826, 9925, 9999, 10217, 10231, 10330, 10412, 10440, 10467, 10488, 10510, 10530, 10531, 10672, 10699, 10703, 10707, 10805, 10869, 10973, 11138, 11240, 11293, 11299, 11315, 11352, 11354, 11379, 11507, 11602, 11777, 11799, 11824, 11833, 11920, 12029, 12068, 12069, 12379, 12391, 12413, 12440, 12624, 12635, 12640, 12746]"
159,rad,"[32, 245, 278, 498, 606, 856, 1912, 2086, 2137, 2720, 2769, 3029, 3091, 3196, 3445, 3466, 3876, 3889, 4149, 4302, 4374, 4888, 5484, 5487, 5658, 5848, 5862, 6037, 6120, 6263, 6380, 6405, 6687, 6781, 6894, 6980, 6998, 7078, 7448, 8231, 8249, 8261, 8341, 8646, 8667, 9047, 9220, 9244, 9648, 10869, 10896, 11354, 11606, 12269, 12454, 12605, 12615]"
160,adi,"[32, 605, 1731, 1779, 1780, 2086, 2137, 3139, 3578, 3876, 3894, 4025, 4149, 4374, 5114, 5487, 5658, 5742, 6037, 6120, 6380, 6401, 6467, 6687, 6743, 6894, 6980, 7078, 7087, 7518, 7584, 7909, 8005, 8231, 8249, 8261, 8674, 9047, 9220, 9244, 9912, 10869, 10946, 10948, 11001, 11354, 11456, 12269, 12628]"
161,din,"[32, 114, 119, 156, 379, 436, 517, 529, 538, 711, 799, 810, 812, 903, 905, 948, 1013, 1226, 1411, 1509, 1671, 1694, 1713, 1731, 1779, 1780, 1803, 1866, 2008, 2038, 2118, 2294, 2334, 2413, 2439, 2572, 2584, 2722, 2767, 2932, 3034, 3085, 3139, 3156, 3743, 3762, 3876, 3881, 3894, 3958, 4025, 4073, 4148, 4242, 4278, 4293, 4305, 4471, 4788, 5213, 5332, 5370, 5380, 5410, 5423, 5457, 5487, 5522, 5645, 5671, 5742, 5767, 5844, 5856, 5967, 6120, 6146, 6380, 6385, 6439, 6467, 6578, 6743, 6904, 7064, 7078, 7096, 7133, 7206, 7215, 7231, 7256, 7296, 7328, 7392, 7584, 7644, 7742, 7777, 7967, 7991, 8005, 8079, 8220, 8328, 8636, 8687, 9244, 9257, 9289, 9344, 9525, 9607, 9752, 9816, 9971, 10010, 10103, 10360, 10385, 10406, 10547, 10590, 10869, 10878, 10927, 10948, 11224, 11339, 11633, 11697, 11712, 11879, 12064, 12504]"
162,ing,"[32, 48, 50, 61, 80, 91, 110, 114, 119, 152, 156, 163, 170, 208, 221, 248, 301, 324, 333, 337, 352, 361, 365, 379, 386, 432, 448, 456, 481, 484, 491, 494, 501, 517, 529, 538, 540, 541, 551, 588, 596, 608, 629, 635, 658, 665, 712, 714, 727, 738, 742, 753, 799, 804, 810, 812, 816, 832, 847, 863, 903, 910, 925, 948, 950, 980, 1005, 1013, 1044, 1058, 1086, 1089, 1090, 1108, 1113, 1143, 1146, 1166, 1168, 1176, 1182, 1221, 1226, 1253, 1258, 1265, 1273, 1282, 1303, 1306, 1307, 1315, 1327, 1333, 1342, 1368, 1387, 1398, 1401, 1411, 1417, 1427, 1435, 1441, 1460, 1479, 1509, 1513, 1518, 1537, 1545, 1548, 1592, 1620, 1632, 1646, 1652, 1654, 1661, 1666, 1671, 1694, 1700, 1703, 1712, 1713, 1731, 1737, 1749, 1754, 1770, 1775, 1779, 1780, 1783, 1786, 1796, 1806, 1831, 1840, 1854, 1866, 1872, 1884, 1888, 1915, 1957, 1963, 1972, 2037, 2038, 2052, 2068, 2078, 2081, 2082, 2085, 2089, 2090, 2092, 2094, 2095, 2115, 2118, 2123, 2125, 2144, 2145, 2151, 2160, 2172, 2179, 2210, 2213, 2217, 2229, 2254, 2271, 2272, 2279, 2288, 2290, 2292, 2294, 2297, 2300, 2301, 2309, 2334, 2352, 2357, 2363, 2374, 2376, 2377, 2383, 2389, 2413, 2429, 2439, 2467, 2471, 2483, 2485, 2503, 2508, 2510, 2514, 2528, 2531, 2552, 2563, 2574, 2589, 2593, 2594, 2619, 2621, 2623, 2625, 2627, 2629, 2659, 2674, 2680, 2687, 2708, 2722, 2731, 2734, 2767, 2770, 2797, 2810, 2834, 2872, 2880, 2882, 2884, 2900, 2914, 2932, 2948, 2951, 2959, 2963, 2973, 2976, 2985, 2989, 2992, 2993, 3007, 3017, 3021, 3034, 3037, 3038, 3048, 3050, 3059, 3075, 3078, 3079, 3085, 3102, 3105, 3111, 3129, 3133, 3137, 3139, 3156, 3158, 3179, 3185, 3199, 3201, 3202, 3213, 3249, 3251, 3288, 3315, 3361, 3368, 3374, 3385, 3397, 3415, 3422, 3432, 3433, 3434, 3441, 3442, 3443, 3448, 3450, 3457, 3465, 3468, 3472, 3514, 3526, 3539, 3541, 3542, 3548, 3561, 3575, 3586, 3587, 3590, 3598, 3635, 3652, 3655, 3656, 3668, 3702, 3721, 3723, 3731, 3743, 3758, 3762, 3775, 3779, 3786, 3793, 3822, 3823, 3832, 3837, 3838, 3839, 3843, 3852, 3857, 3867, 3871, 3876, 3881, 3894, 3896, 3906, 3918, 3958, 3977, 4000, 4001, 4002, 4007, 4009, 4025, 4048, 4049, 4069, 4073, 4148, 4166, 4167, 4175, 4176, 4180, 4182, 4183, 4185, 4190, 4200, 4224, 4242, 4250, 4256, 4258, 4278, 4281, 4282, 4283, 4289, 4291, 4293, 4294, 4297, 4298, 4305, 4315, 4323, 4332, 4346, 4364, 4381, 4413, 4424, 4438, 4443, 4456, 4470, 4471, 4472, 4476, 4478, 4490, 4517, 4525, 4551, 4553, 4554, 4555, 4577, 4600, 4612, 4613, 4638, 4643, 4650, 4659, 4662, 4664, 4676, 4687, 4694, 4699, 4705, 4709, 4714, 4723, 4733, 4743, 4745, 4750, 4757, 4761, 4782, 4787, 4788, 4813, 4841, 4842, 4868, 4869, 4876, 4885, 4890, 4928, 4929, 4940, 4945, 4950, 4955, 4967, 4970, 4979, 4984, 4988, 4998, 5024, 5034, 5062, 5081, 5085, 5102, 5116, 5116, 5121, 5122, 5134, 5168, 5193, 5213, 5221, 5258, 5272, 5273, 5281, 5285, 5296, 5329, 5332, 5333, 5390, 5392, 5395, 5397, 5405, 5409, 5410, 5411, 5413, 5418, 5423, 5437, 5447, 5457, 5458, 5459, 5474, 5487, 5490, 5491, 5494, 5496, 5511, 5513, 5522, 5545, 5552, 5562, 5563, 5586, 5591, 5603, 5609, 5610, 5645, 5651, 5671, 5673, 5680, 5690, 5700, 5706, 5731, 5742, 5754, 5755, 5767, 5775, 5779, 5780, 5787, 5797, 5844, 5846, 5847, 5851, 5854, 5855, 5856, 5859, 5861, 5895, 5897, 5927, 5940, 5967, 5976, 5984, 5990, 6006, 6018, 6026, 6057, 6087, 6109, 6110, 6117, 6120, 6123, 6141, 6146, 6155, 6156, 6167, 6175, 6191, 6194, 6201, 6206, 6211, 6232, 6242, 6248, 6282, 6286, 6293, 6309, 6311, 6325, 6326, 6340, 6347, 6350, 6362, 6366, 6372, 6380, 6382, 6383, 6385, 6397, 6420, 6427, 6437, 6439, 6441, 6462, 6467, 6496, 6502, 6504, 6534, 6535, 6536, 6560, 6562, 6567, 6574, 6578, 6604, 6635, 6655, 6662, 6711, 6715, 6743, 6744, 6748, 6754, 6766, 6797, 6809, 6811, 6815, 6816, 6830, 6838, 6843, 6846, 6862, 6880, 6904, 6908, 6914, 6932, 6953, 6959, 6981, 6983, 7026, 7040, 7047, 7065, 7066, 7067, 7073, 7078, 7095, 7104, 7122, 7128, 7133, 7137, 7138, 7141, 7144, 7168, 7169, 7170, 7172, 7175, 7184, 7194, 7195, 7199, 7202, 7206, 7209, 7231, 7232, 7241, 7278, 7285, 7290, 7303, 7316, 7322, 7328, 7337, 7368, 7373, 7388, 7390, 7398, 7402, 7416, 7422, 7472, 7476, 7480, 7490, 7491, 7496, 7506, 7514, 7519, 7521, 7540, 7565, 7580, 7590, 7604, 7614, 7619, 7640, 7644, 7669, 7671, 7675, 7686, 7698, 7701, 7708, 7718, 7726, 7742, 7752, 7753, 7769, 7770, 7772, 7775, 7777, 7784, 7791, 7805, 7809, 7819, 7824, 7830, 7838, 7846, 7847, 7848, 7849, 7851, 7875, 7887, 7891, 7925, 7928, 7938, 7959, 7978, 7980, 7981, 7991, 8001, 8005, 8013, 8021, 8024, 8029, 8046, 8055, 8062, 8064, 8082, 8120, 8138, 8143, 8159, 8166, 8185, 8188, 8208, 8220, 8235, 8243, 8254, 8264, 8284, 8288, 8291, 8294, 8307, 8334, 8338, 8343, 8349, 8350, 8354, 8355, 8359, 8365, 8370, 8378, 8379, 8391, 8406, 8411, 8417, 8424, 8426, 8475, 8486, 8524, 8536, 8545, 8550, 8551, 8577, 8587, 8636, 8637, 8638, 8663, 8671, 8672, 8679, 8684, 8687, 8723, 8745, 8747, 8755, 8768, 8774, 8781, 8821, 8822, 8825, 8838, 8842, 8843, 8882, 8928, 8936, 8945, 8954, 8963, 8969, 8994, 8998, 9004, 9013, 9015, 9031, 9060, 9081, 9088, 9092, 9120, 9123, 9126, 9128, 9132, 9178, 9183, 9190, 9201, 9216, 9242, 9243, 9244, 9248, 9257, 9281, 9289, 9311, 9335, 9344, 9348, 9349, 9377, 9379, 9387, 9409, 9418, 9435, 9452, 9455, 9471, 9472, 9484, 9494, 9506, 9518, 9520, 9522, 9525, 9560, 9571, 9574, 9587, 9608, 9637, 9650, 9653, 9663, 9667, 9671, 9673, 9682, 9688, 9694, 9695, 9698, 9717, 9727, 9728, 9752, 9773, 9776, 9781, 9785, 9793, 9795, 9804, 9816, 9831, 9839, 9841, 9851, 9853, 9860, 9864, 9869, 9883, 9910, 9943, 9964, 9971, 9984, 10003, 10008, 10010, 10021, 10064, 10067, 10070, 10077, 10079, 10080, 10095, 10103, 10115, 10116, 10125, 10157, 10161, 10179, 10182, 10205, 10206, 10244, 10276, 10284, 10284, 10288, 10290, 10292, 10304, 10305, 10323, 10324, 10327, 10331, 10358, 10363, 10367, 10370, 10371, 10385, 10392, 10401, 10406, 10419, 10421, 10433, 10484, 10485, 10486, 10487, 10500, 10513, 10517, 10543, 10551, 10558, 10567, 10572, 10587, 10621, 10625, 10627, 10634, 10643, 10648, 10673, 10679, 10682, 10687, 10699, 10711, 10731, 10740, 10747, 10755, 10770, 10774, 10775, 10779, 10791, 10794, 10841, 10845, 10862, 10869, 10878, 10898, 10909, 10917, 10923, 10924, 10925, 10927, 10960, 10971, 10975, 10993, 10994, 11018, 11052, 11070, 11076, 11095, 11098, 11114, 11117, 11118, 11121, 11128, 11161, 11163, 11187, 11188, 11205, 11219, 11224, 11225, 11229, 11241, 11262, 11272, 11276, 11282, 11292, 11296, 11297, 11303, 11332, 11339, 11358, 11365, 11382, 11383, 11392, 11401, 11408, 11413, 11425, 11427, 11441, 11463, 11502, 11507, 11550, 11556, 11580, 11633, 11684, 11696, 11697, 11709, 11713, 11714, 11719, 11722, 11725, 11727, 11729, 11732, 11779, 11786, 11788, 11794, 11799, 11817, 11827, 11831, 11835, 11862, 11865, 11867, 11879, 11895, 11909, 11921, 11922, 11952, 11963, 11981, 12029, 12042, 12051, 12053, 12057, 12073, 12078, 12090, 12095, 12160, 12169, 12187, 12188, 12190, 12229, 12241, 12247, 12274, 12274, 12306, 12307, 12309, 12318, 12322, 12324, 12452, 12462, 12464, 12467, 12484, 12490, 12504, 12527, 12532, 12548, 12551, 12571, 12577, 12580, 12602, 12636, 12643, 12652, 12681, 12719, 12733]"
